year,province,soc_eco_class1,soc_eco_class2,hhdebt_totaldebt,hhdebt_totaldebt_purpose_source,purpose_source_bor,value,unit,attribute,source
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,8504.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,37574.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,645.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,24431.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,12498.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,36419.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,1155.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,14612.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,131523.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,41516.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,3639.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,78368.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,4932.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,3069.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,130695.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,827.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,5882.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,81208.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,27208.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,53999.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,5769.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,16051.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,74835.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,6373.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,15561.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,172940.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,69990.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,73979.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,4564.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,23378.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,1029.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,172801.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ตราด,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,139.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,22475.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,38664.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,161667.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,84088.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,1349.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,32472.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,4843.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,36349.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,2315.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,3670.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,85367.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,61373.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,237797.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,69372.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,23994.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,85367.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,2686.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,161667.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,161667.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
