year,province,soc_eco_class1,soc_eco_class2,hhdebt_totaldebt,hhdebt_totaldebt_purpose_source,purpose_source_bor,value,unit,attribute,source
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,1167.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,0.0,ครัวเรือน,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,673463.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,341510.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,244485.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,0.0,ครัวเรือน,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,5399.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,90937.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,689.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,654005.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,206130.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,107884.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,757.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,58669.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,36225.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,2596.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,339110.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,2400.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,3710.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,196438.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,9692.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,19290.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภค บริโภคอื่น ๆ ในครัวเรือน,19290.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,19290.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,จำนวนครัวเรือนทั้งสิ้น,58032.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,53168.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,4940.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือน,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,6233.0,บาท,,สำนักงานสถิติแห่งชาติ
