year,province,soc_eco_class1,soc_eco_class2,hhindebt_totalindebt,hhindebt_totalindebt_purpose_source,purpose_bor,value,unit,attribute,source
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,0.0,ครัวเรือน,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภคบริโภคอื่น ๆ ในครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,0.0,ครัวเรือน,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,12160.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,1551.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,763760.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภคบริโภคอื่น ๆ ในครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,0.0,ครัวเรือน,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,5405.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,918.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,513.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภคบริโภคอื่น ๆ ในครัวเรือน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,248036.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,543512.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,284461.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,1995.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,643.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,1447.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,319291.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,6432.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภคบริโภคอื่น ๆ ในครัวเรือน,154696.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,95515.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,6844.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้ในระบบ,517956.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามแหล่งเงินกู้,หนี้นอกระบบ,25556.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,จำนวนครัวเรือนที่เป็นหนี้ทั้งสิ้น,299018.0,ครัวเรือน,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,769164.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,550641.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้จ่ายอุปโภคบริโภคอื่น ๆ ในครัวเรือน,204812.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำเกษตร,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,หนี้อื่น ๆ,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,78000.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,0.0,บาท,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการศึกษา,3196.0,บาท,,สำนักงานสถิติแห่งชาติ
2566,กรุงเทพมหานคร,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,จำนวนหนี้สินเฉลี่ยต่อครัวเรือนที่เป็นหนี้,จำแนกตามวัตถุประสงค์,ใช้ในการทำธุรกิจ,34149.0,บาท,,สำนักงานสถิติแห่งชาติ
