Year,Region,Area,Source_loan,Purpose_borrow,value,unit,source
2566,ภาคเหนือ,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำการเกษตร,673965,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคเหนือ,นอกเขตเทศบาล,หนี้ในระบบ ,อื่นๆ,10461,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,4736,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,1522,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,50849,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,6096,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,15974,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,0,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,รวม,รวม,3626069,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้ในระบบ ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,262485,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้ในระบบ ,ใช้ในการศึกษา,94001,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้ในระบบ ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,2621456,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้ในระบบ ,ใช้ในการทำธุรกิจ,299532,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้ในระบบ ,ใช้ในการทำการเกษตร,1425237,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้ในระบบ ,อื่นๆ,19763,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,7811,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้นอกระบบ,ใช้ในการศึกษา,988,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้นอกระบบ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,95457,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,21477,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้นอกระบบ,ใช้ในการทำการเกษตร,13262,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,รวม,หนี้นอกระบบ,อื่นๆ,8725,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,รวม,1008401,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้ในระบบ ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,99901,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้ในระบบ ,ใช้ในการศึกษา,43737,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้ในระบบ ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,720388,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำธุรกิจ,101777,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำการเกษตร,278805,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้ในระบบ ,อื่นๆ,5110,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,2174,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,988,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,31122,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,13672,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,4628,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,2692,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,รวม,2617668,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,162584,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ในการศึกษา,50264,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,1901068,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำธุรกิจ,197754,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำการเกษตร,1146432,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้ในระบบ ,อื่นๆ,14653,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,5637,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,0,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,64334,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,7805,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,8634,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,6033,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,รวม,รวม,1404092,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้ในระบบ ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,228132,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้ในระบบ ,ใช้ในการศึกษา,79158,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้ในระบบ ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,924912,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้ในระบบ ,ใช้ในการทำธุรกิจ,117985,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้ในระบบ ,ใช้ในการทำการเกษตร,186019,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้ในระบบ ,อื่นๆ,8364,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,8613,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้นอกระบบ,ใช้ในการศึกษา,5513,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้นอกระบบ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,141339,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,21077,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้นอกระบบ,ใช้ในการทำการเกษตร,15251,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,รวม,หนี้นอกระบบ,อื่นๆ,389,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,รวม,รวม,498119,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้ในระบบ ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,107700,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้ในระบบ ,ใช้ในการศึกษา,31458,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้ในระบบ ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,342505,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำธุรกิจ,42370,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำการเกษตร,25949,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้ในระบบ ,อื่นๆ,210,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,2717,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,164,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,38939,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,11983,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,497,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,0,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,รวม,รวม,905973,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,120432,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ในการศึกษา,47699,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,582406,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำธุรกิจ,75614,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้ในระบบ ,ใช้ในการทำการเกษตร,160069,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้ในระบบ ,อื่นๆ,8155,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,5896,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,5349,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน,102400,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,9093,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,14755,ครัวเรือน,สำนักงานสถิติแห่งชาติ
2566,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,389,ครัวเรือน,สำนักงานสถิติแห่งชาติ
